tweet_id,retweet_count,favourite_count
667866724293877760,1089,3117
667861340749471744,83,250
667832474953625600,68,295
667806454573760512,525,1089
667801013445750784,100,338
667793409583771648,347,721
667782464991965184,254,429
667773195014021121,59,240
667766675769573376,231,462
667728196545200128,159,387
667724302356258817,337,509
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2414,6019
667546741521195010,134,345
667544320556335104,553,901
667538891197542400,70,209
667534815156183040,565,850
667530908589760512,256,487
667524857454854144,1176,1766
667517642048163840,199,382
667509364010450944,2230,7033
667502640335572993,228,554
667495797102141441,290,548
667491009379606528,237,550
667470559035432960,101,267
667455448082227200,65,197
667453023279554560,94,321
667443425659232256,610,811
667437278097252352,251,468
667435689202614272,86,317
667405339315146752,227,482
667393430834667520,58,203
667369227918143488,170,380
667211855547486208,252,509
667200525029539841,275,638
667192066997374976,112,403
667188689915760640,437,768
667182792070062081,6500,14841
667177989038297088,57,195
667176164155375616,478,631
667174963120574464,86,257
667171260800061440,95,229
667165590075940865,1206,2767
667160273090932737,65,264
667152164079423490,17856,48941
667138269671505920,2325,4756
667119796878725120,133,338
667090893657276420,130,341
667073648344346624,129,415
667070482143944705,14,86
667065535570550784,49,171
667062181243039745,56,223
667044094246576128,52,193
667012601033924608,235,464
666996132027977728,100,250
666983947667116034,1025,2629
666837028449972224,569,841
666835007768551424,82,220
666826780179869698,101,260
666817836334096384,259,535
666804364988780544,94,244
666786068205871104,504,786
666781792255496192,203,396
666776908487630848,180,359
666739327293083650,67,240
666701168228331520,224,441
666691418707132416,48,190
666649482315059201,595,903
666644823164719104,86,236
666454714377183233,215,528
666447344410484738,22,105
666437273139982337,50,129
666435652385423360,54,168
666430724426358785,200,322
666428276349472768,86,167
666421158376562688,116,320
666418789513326592,47,127
666411507551481857,333,452
666407126856765440,42,112
666396247373291520,87,170
666373753744588802,95,191
666362758909284353,581,788
666353288456101888,74,227
666345417576210432,142,304
666337882303524864,94,200
666293911632134144,361,512
666287406224695296,68,151
666273097616637952,78,178
666268910803644416,36,105
666104133288665088,6714,14497
666102155909144576,13,80
666099513787052032,71,158
666094000022159362,76,166
666082916733198337,45,119
666073100786774016,172,326
666071193221509120,63,149
666063827256086533,224,482
666058600524156928,58,114
666057090499244032,143,299
666055525042405380,258,441
666051853826850816,864,1236
666050758794694657,59,133
666049248165822465,40,109
666044226329800704,141,302
666033412701032449,45,125
666029285002620928,47,131
666020888022790149,519,2522
