,company_id,company_name,flag
473,51976,AG Chemi Group,0
474,51976,AG Chemi Group,0
475,51976,AG Chemi Group,0
476,51976,AG Chemi Group,0
477,51976,AG Chemi Group,0
478,51976,AG Chemi Group,0
479,51976,AG Chemi Group,0
480,51976,AG Chemi Group,0
481,51976,AG Chemi Group,0
482,51976,AG Chemi Group,0
483,51976,AG Chemi Group,0
484,51976,AG Chemi Group,0
485,51976,AG Chemi Group,0
486,51976,AG Chemi Group,0
487,51976,AG Chemi Group,0
488,51976,AG Chemi Group,0
489,51976,AG Chemi Group,0
490,51976,AG Chemi Group,0
491,51976,AG Chemi Group,0
492,51976,AG Chemi Group,0
493,51976,AG Chemi Group,0
494,51976,AG Chemi Group,0
495,51976,AG Chemi Group,1
496,51976,AG Chemi Group,0
497,51976,AG Chemi Group,0
498,51976,AG Chemi Group,0
499,51976,AG Chemi Group,0
500,51976,AG Chemi Group,0
501,51976,AG Chemi Group,0
502,51976,AG Chemi Group,0
503,51976,AG Chemi Group,0
504,51976,AG Chemi Group,0
505,51976,AG Chemi Group,0
506,51976,AG Chemi Group,0
507,51976,AG Chemi Group,0
508,51976,AG Chemi Group,0
509,51976,AG Chemi Group,0
510,51976,AG Chemi Group,0
511,51976,AG Chemi Group,0
512,51976,AG Chemi Group,0
513,51976,AG Chemi Group,0
514,51976,AG Chemi Group,0
515,51976,AG Chemi Group,0
516,51976,AG Chemi Group,0
517,51976,AG Chemi Group,0
518,51976,AG Chemi Group,0
519,51976,AG Chemi Group,1
520,51976,AG Chemi Group,0
521,51976,AG Chemi Group,0
522,51976,AG Chemi Group,0
523,51976,AG Chemi Group,0
524,51976,AG Chemi Group,0
525,51976,AG Chemi Group,0
526,51976,AG Chemi Group,0
527,51976,AG Chemi Group,0
528,51976,AG Chemi Group,0
529,51976,AG Chemi Group,0
530,51976,AG Chemi Group,0
531,51976,AG Chemi Group,0
532,51976,AG Chemi Group,0
533,51976,AG Chemi Group,0
534,51976,AG Chemi Group,0
535,51976,AG Chemi Group,0
536,51976,AG Chemi Group,0
537,51976,AG Chemi Group,0
538,51976,AG Chemi Group,0
539,51976,AG Chemi Group,0
540,51976,AG Chemi Group,0
541,51976,AG Chemi Group,0
542,51976,AG Chemi Group,0
543,51976,AG Chemi Group,0
544,51976,AG Chemi Group,0
545,51976,AG Chemi Group,0
546,51976,AG Chemi Group,0
547,51976,AG Chemi Group,0
548,51976,AG Chemi Group,0
549,51976,AG Chemi Group,0
550,51976,AG Chemi Group,0
551,51976,AG Chemi Group,0
552,51976,AG Chemi Group,0
553,51976,AG Chemi Group,0
554,51976,AG Chemi Group,0
555,51976,AG Chemi Group,0
556,51976,AG Chemi Group,0
557,51976,AG Chemi Group,0
558,51976,AG Chemi Group,0
559,51976,AG Chemi Group,0
560,51976,AG Chemi Group,0
561,51976,AG Chemi Group,1
562,51976,AG Chemi Group,0
563,51976,AG Chemi Group,0
564,51976,AG Chemi Group,0
565,51976,AG Chemi Group,0
566,51976,AG Chemi Group,0
567,51976,AG Chemi Group,0
568,51976,AG Chemi Group,1
569,51976,AG Chemi Group,0
570,51976,AG Chemi Group,0
571,51976,AG Chemi Group,0
572,51976,AG Chemi Group,0
573,51976,AG Chemi Group,0
574,51976,AG Chemi Group,0
575,51976,AG Chemi Group,0
576,51976,AG Chemi Group,0
577,51976,AG Chemi Group,0
578,51976,AG Chemi Group,0
579,51976,AG Chemi Group,0
580,51976,AG Chemi Group,0
581,51976,AG Chemi Group,0
582,51976,AG Chemi Group,0
583,51976,AG Chemi Group,0
584,51976,AG Chemi Group,0
585,51976,AG Chemi Group,0
586,51976,AG Chemi Group,0
