#,company_name,substance_name,cas_number,company_id
5245,Ravago Chemicals Austria GmbH,Methyl Ethyl Ketone,78-93-3,18682
5246,solvadis distribution gmbh,Methyl Ethyl Ketone,78-93-3,11397
5247,Count Energy Distribution Ltd,Methyl Ethyl Ketoxime,96-29-7,102
5248,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,Methyl Ethyl Ketoxime,96-29-7,17493
5249,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methylfuranoside,23202-81-5,17191
5250,Cenik Chemicals,Methyl Gallate,99-24-1,26063
5251,Bilgram Chemie GmbH,Methylglycinediacetic Acid Trisodium Salt,164462-16-2,61442
5252,Cenik Chemicals,Methyl Indole-4-Carboxylate,39830-66-5,26063
5253,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Indole-4-Carboxylate,39830-66-5,17191
5254,Cenik Chemicals,Methyl Indole-5-Carboxylate,1011-65-0,26063
5255,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Indole-5-Carboxylate,1011-65-0,17191
5256,Cenik Chemicals,Methyl Indole-6-Carboxylate,50820-65-0,26063
5257,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Indole-6-Carboxylate,50820-65-0,17191
5258,Cenik Chemicals,Methyl Indole-7-Carboxylate,93247-78-0,26063
5259,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Indole-7-Carboxylate,93247-78-0,17191
5260,Cenik Chemicals,Methyl Iodide,74-88-4,26063
5261,INFINIUM PHARMACHEM LIMITED,Methyl Iodide,74-88-4,734
5262,S. Goldmann GmbH & Co. KG,Methyl Iodide,74-88-4,61702
5263,Cenik Chemicals,Methyl Isobutyl Ketone,108-10-1,26063
5264,Count Energy Distribution Ltd,Methyl Isobutyl Ketone,108-10-1,102
5265,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Methyl Isobutyl Ketone,108-10-1,19413
5266,solvadis distribution gmbh,Methyl Isobutyl Ketone,108-10-1,11397
5267,Cenik Chemicals,Methylisopropylamine,4747-21-1,26063
5268,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,Methylisothiazolinone,2682-20-4,17493
5269,Cenik Chemicals,Methyl Isothiocyanate,556-61-6,26063
5270,Cenik Chemicals,Methyllithium,917-54-4,26063
5271,Cenik Chemicals,Methylmalonic Acid,516-05-2,26063
5272,Adakem Chemicals Ltd,Methyl Methacrylate,80-62-6,38275
5273,Count Energy Distribution Ltd,Methyl Methacrylate,80-62-6,102
5274,NOVİNİ KİMYA LİMİTED ŞİRKETİ,Methyl Methacrylate,80-62-6,62443
5275,Cenik Chemicals,Methyl (Methylthio)Acetate,16630-66-3,26063
5276,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl (Methylthio)Acetate,16630-66-3,17191
5277,Cenik Chemicals,Methyl nicotinate,93-60-7,26063
5278,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Nitrocarbamimidothioate,2986-25-6,17191
5279,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl N-Methyl-N-Pentyl-Β-Alaninate,744266-99-7,17191
5280,Cenik Chemicals,Methyl Octanoate,111-11-5,26063
5281,Cenik Chemicals,Methylparaben,99-76-3,26063
5282,SLI Chemicals GmbH,Methylparaben,99-76-3,61480
5283,Cenik Chemicals,Methylphenidate,113-45-1,26063
5284,Cenik Chemicals,Methyl Propialate,922-67-8,26063
5285,Yelken Kimya Ith. Ihr. San. ve Tic. Ltd. Sti.,Methyl Proxitol,58769-19-0,21534
5286,Cenik Chemicals,Methyl Pyridine-4-Carboxylate N-Oxide,3783-38-8,26063
5287,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Pyridine-4-Carboxylate N-Oxide,3783-38-8,17191
5288,Cenik Chemicals,Methyl Pyrimidine-4-Carboxylate,2450-08-0,26063
5289,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Pyrimidine-4-Carboxylate,2450-08-0,17191
5290,Cenik Chemicals,Methyl Pyruvate,600-22-6,26063
5291,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Pyruvate,600-22-6,17191
5292,Cenik Chemicals,Methyl (R)-(-)-3-Hydroxybutyrate,3976-69-0,26063
5293,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl (R)-(-)-3-Hydroxybutyrate,3976-69-0,17191
5294,Cenik Chemicals,Methyl Ricinoleate,141-24-2,26063
5295,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl (S)-(+)-3-Hydroxybutyrate,53562-86-0,17191
5296,Cenik Chemicals,Methyl Salicylate,119-36-8,26063
5297,"Zaporizhzhia Abrasive Plant, PJSC",Methylsilane,409-21-2,62571
5298,Cenik Chemicals,Methylsilanetriyl Triacetate,4253-34-3,26063
5299,Cenik Chemicals,Methyl Stearate,112-61-8,26063
5300,Cenik Chemicals,(Methylsulphonyl)acetic acid,2516-97-4,26063
5301,"Zhejiang ZETian Fine Chemicals Co.,Ltd",(Methylsulphonyl)acetic acid,2516-97-4,17191
5302,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Tetrahydro-2H-Pyran-3-Carboxylate,18729-20-9,17191
5303,"Zhejiang ZETian Fine Chemicals Co.,Ltd",(methylthio)acetaldehyde oxime,10533-67-2,17191
5304,Cenik Chemicals,(methylthio)acetic acid,2444-37-3,26063
5305,Cenik Chemicals,Methyl Thymol Blue,76-61-9,26063
5306,Cenik Chemicals,Methyl Toluene-4-sulphonate,80-48-8,26063
5307,Cenik Chemicals,Methyl Trifluoroacetate,431-47-0,26063
5308,Cenik Chemicals,Methyltriphenylphosphonium Iodide,2065-66-9,26063
5309,INFINIUM PHARMACHEM LIMITED,Methyltriphenylphosphonium Iodide,2065-66-9,734
5310,Cenik Chemicals,Methyltris(methylethylketoxime)silane,22984-54-9,26063
5311,Cenik Chemicals,Methylundecylketone,593-08-8,26063
5312,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl 4-Chloropyridine-2-Carboxylate,24484-93-3,17191
5313,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Isocyanoacetate,39687-95-1,17191
5314,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Methyl Methanesulphonylacetate,62020-09-1,17191
5315,Cenik Chemicals,Metol,55-55-0,26063
5316,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Metomidate Hydrochloride,35944-74-2,17191
5317,Cenik Chemicals,Metronidazole,443-48-1,26063
5318,BES Kimya Sanayi Ve Tic Ltd Sti,Mica,12001-26-2,30195
5319,Cenik Chemicals,Mica,12001-26-2,26063
5320,Ziegler & Co. Minerals GmbH,Mica,12001-26-2,60850
5321,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,MIKSURF L7 (C13-C15) 7 EO,157627-86-6,19413
5322,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Minocycline,10118-90-8,17191
5323,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,Mixture of Isothiazolinones (CMIT/MIT),55965-84-9,17493
5324,RBH LTD,Mixture of Isothiazolinones (CMIT/MIT),55965-84-9,7479
5325,Cenik Chemicals,MMB,56539-66-3,26063
5326,Cenik Chemicals,M-Nitro Benzoic Acid,121-92-6,26063
5327,Nortem Chem SA,Molasses,68476-78-8,60148
5328,Cenik Chemicals,Molybdate Ammonium Hydrate (1:6:4),12054-85-2,26063
5329,Cenik Chemicals,"Molybdate (MoO42-), Sodium, Hydrate (1:2:2), (T-4)-",10102-40-6,26063
5330,Cenik Chemicals,Molybdic Acid,7782-91-4,26063
5331,Cenik Chemicals,(+)-Mono(2-octyl) phthalate,21395-09-5,26063
5332,Cenik Chemicals,Monoaldehyde,120578-03-2,26063
5333,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Monoaldehyde,120578-03-2,17191
5334,Cenik Chemicals,Monobenzone,103-16-2,26063
5335,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Monobenzone,103-16-2,17191
5336,Cenik Chemicals,Monobutyltin Oxide,2273-43-0,26063
5337,BG AGROCHEM COMPANY LIMITED,Monocalcium Phosphate (MCP),7758-23-8,60683
5338,Foodcom S.A.,Monocalcium Phosphate (MCP),7758-23-8,61860
5339,Cenik Chemicals,Monomethyl 5-Nitroisophthalate,1955-46-0,26063
5340,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Monomethyl Suberate,3946-32-5,17191
5341,Foodcom S.A.,Monosodium Citrate,18996-35-5,61860
5342,Foodcom S.A.,Monosodium Glutaminate (MSG),142-47-2,61860
5343,Cenik Chemicals,(MORPHOLIN-4-YL)ACETIC ACID HYDROCHLORIDE,89531-58-8,26063
5344,Cenik Chemicals,Morpholine,110-91-8,26063
5345,Cenik Chemicals,Moxifloxacin Hydrochloride,186826-86-8,26063
5346,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Moxifloxacin Hydrochloride,186826-86-8,17191
5347,Cenik Chemicals,m-Phenoxybenzaldehyde,39515-51-0,26063
5348,Cenik Chemicals,Mrobamate,57-53-4,26063
5349,"Zhejiang ZETian Fine Chemicals Co.,Ltd",M-Tert-Butylaniline,5369-19-7,17191
5350,Cenik Chemicals,m-Tolyl Isothiocyanate,621-30-7,26063
5351,Cenik Chemicals,Musk Ambrette,83-66-9,26063
5352,Count Energy Distribution Ltd,m-Xylol,108-38-3,102
5353,Cenik Chemicals,Myristoyl Chloride,112-64-1,26063
5354,Cenik Chemicals,"N-1[(2,4-Dimethoxyphenyl)Methyl]-N-2-[2-(2-Pyridinyl)Ethyl]Ethanediamide",745047-53-4,26063
5355,widmann solutions GmbH,"N-1,3-Dimethylbutyl-N'-phenyl-p-phenylenediamine",793-24-8,11682
5356,"Zhejiang ZETian Fine Chemicals Co.,Ltd","N1,N1-Dibutyl-N4,N4-Bis(4-(Dibutylamino)Phenyl)Benzene-1,4-Diamine",47862-55-5,17191
5357,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-(1-Phenylethyl)Quinuclidin-3-Amine,142999-60-8,17191
5358,Cenik Chemicals,"N-2-[(1,1-Dimethylethoxy)Carbonyl]-N-5-[Imino(Nitroamino)Methyl]-L-Ornithine",2188-18-3,26063
5359,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-[2’-(1H-Tetrazol-5-Yl)Biphenyl-4-Yl Methyl]-N-Valeryl-(L)-Valine Methyl Ester,137863-17-3,17191
5360,Cenik Chemicals,"N-(2,5-dichloropentyl)acetamide",62922-46-7,26063
5361,Cenik Chemicals,N-2-(Aminoethyl)-3-aminopropyltrimethoxysilane,3069-29-2,26063
5362,Cenik Chemicals,N-(2-Aminoethyl)acetamide,1001-53-2,26063
5363,S. Goldmann GmbH & Co. KG,[N-[2-[bis(carboxymethyl)amino]ethyl]-N-(2-hydroxyethyl)glycinato(3-)]iron,17084-02-5,61702
5364,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N2-Boc-guanine-9-acetic acid,1028077-12-4,17191
5365,Cenik Chemicals,N-(2 Chloro Ethyl) Peradine Hydrochloride,2008-75-5,26063
5366,Cenik Chemicals,N-(2-chloroethyl)pyrrolidine hydrochloride,7250-67-1,26063
5367,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-(2-chloroethyl)pyrrolidine hydrochloride,7250-67-1,17191
5368,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-[(2'-Cyanobhenyl-4-Methyl)-(L)-Valine Methyl Ester Hydrochloride,482577-59-3,17191
5369,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-(2-Diethylaminoethyl)-1-Naphthylamine Oxalate,29473-53-8,17191
5370,"Zhejiang ZETian Fine Chemicals Co.,Ltd","N-(2-(Diethylamino)Ethyl)-5-Formyl-2,4-Dimethyl-1H-Pyrrole-3-Carboxamide",356068-86-5,17191
5371,Cenik Chemicals,N-(2-Hydroxyethyl)Pyrrolidine,2955-88-6,26063
5372,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-(2-Hydroxyethyl)Pyrrolidine,2955-88-6,17191
5373,Cenik Chemicals,N-[2-Iodoethyl]trifluoroacetamide,67680-56-2,26063
5374,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N2-Isobutyrylguanine (Monohydrate),21047-89-2,17191
5375,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-2-Mercaptopropionyl-Glycine,1953-02-2,17191
5376,Adakem Chemicals Ltd,N-(2-Methyl-4-oxopentan-2-yl)acrylamide,2873-97-4,38275
5377,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-(2-Methyl-4-oxopentan-2-yl)acrylamide,2873-97-4,17191
5378,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N2-Methylguanosine,2140-77-4,17191
5379,Cenik Chemicals,N-2-Naphthylaniline,135-88-6,26063
5380,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-(2-nitrophenyl)phosphoric triamide,874819-71-3,17191
5381,"Zhejiang ZETian Fine Chemicals Co.,Ltd","N'-((2S,3S)-2-(Benzyloxy)pentan-3-yl)formohydrazide oxalate",1887197-42-3,17191
