Timestamp,Gender,Location,Age,Qualification,field_of_study,Purpose_for_chilla,Experience,Age1,What are you?,Latitude,Longitude,Blood group ,Network,Prepaid or Postpaid,System,Weight,Height,Glasses,First line of code,Programming language,Marital Status,Coding Hours,Vaccinated,Load shedding,Area
1/4/22 18:10,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,Switch my field of study,0,22,Student,25.3549,69.7376,A+,Zong,Prepaid,Apna Laptop,49,1.2,No,In this chilla,Python,No,3,Yes,8,Rural
1/4/22 18:13,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,2,22,Student,30.2,71.45,AB+,Zong,Postpaid,Apna Laptop,31.75,161.9,No,<3 years ago,Python,No,3,No,0,Urbun
1/4/22 18:06,Female,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,0,22,Student,31.4504,31.4504,AB+,Telenor,Postpaid,Apna Laptop,55,170.18,Yes,<3 years ago,Python,No,3,Yes,1,Rural
1/4/22 18:06,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,0,22,Student,31.49,74.95,A+,U-fone,Prepaid,Apna Laptop,60,176,No,<3 years ago,Python,No,1,Yes,4,Urbun
1/4/22 18:05,Female,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,O,22,Student,31.52,75.4,O+,Mobilink,Prepaid,Apna Laptop,39.5,155.8,Yes,In this chilla,Python,No,5,Yes,3,Urbun
1/4/22 18:05,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,22,Student,32.166351,74.1959,AB-,Zong,Prepaid,Apna Laptop,68.5,164.592,Yes,>3 years ago,Python,No,2,Yes,1,Rural
1/4/22 18:08,Male,Pakistan,21-25,Masters,Natural Sciences,Switch my field of study,1,22,Unemplyed,33.436462,72.017189,O+,U-fone,Prepaid,Kisi ka laptop,68,175,No,In this chilla,Python,No,1,Yes,3,Rural
1/4/22 18:07,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,1,22,Student,33.6844,73.0479,O+,Telenor,Prepaid,Apna Laptop,68.2,173.4,No,>3 years ago,Python,No,3,Yes,1,Urbun
1/4/22 18:06,Male,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,0.5,22,Student,34,72,B+,Zong,Prepaid,Desktop,60,173.7,Yes,<3 years ago,Python,No,2,No,2,Rural
1/4/22 18:07,Male,Pakistan,16-20,Pre-Bachelors,CS/IT,Switch my field of study,no,22,Student,34.5,45.5,A+,Mobilink,Prepaid,Kisi ka laptop,63.5,5.7,No,In this chilla,Python,No,3,Yes,2,Rural
1/4/22 18:06,Male,Pakistan,21-25,Pre-Bachelors,Enginnering,Abhi tak pata nahi,0,21.6,Student,24.942986,67.112179,B+,Telenor,Prepaid,Apna Laptop,68.5,173.5,No,In this chilla,Python,No,3,Yes,0,Urbun
1/4/22 18:08,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,1.57,1.56,A+,Mobilink,Prepaid,Apna Laptop,60,5.8,No,In this chilla,Python,No,3,Yes,2,Rural
1/4/22 18:09,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,1,21,Student,24.860966,66.990501,A+,Mobilink,Prepaid,Apna Laptop,52.1,172.72,No,In this chilla,Python,No,4,Yes,5,Rural
1/4/22 18:15,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,1,21,Student,24.860966,66.990501,A+,Mobilink,Prepaid,Apna Laptop,52.1,172.72,No,In this chilla,Python,No,3,Yes,5,Rural
1/4/22 18:10,Female,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,28.3111,70.1261,A+,Mobilink,Prepaid,Kisi ka laptop,92.4,164.592,No,In this chilla,Python,No,3,Yes,2,Urbun
1/4/22 18:04,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,30.361723,73.190401,A+,Zong,Prepaid,Apna Laptop,52.5,164.344,No,<3 years ago,Python,No,1,Yes,0,Rural
1/4/22 18:07,Female,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,0,21,Student,30.9709,72.4826,A+,Zong,Prepaid,Apna Laptop,58.5,154.5,No,In this chilla,Python,No,4,Yes,0,Urbun
1/4/22 18:05,Male,Pakistan,21-25,Pre-Bachelors,Software Eng.,to boost my skill set,0,21,Student,32.564958,74.074111,A-,Zong,Prepaid,Apna Laptop,71.5,170.688,Yes,>3 years ago,Javascript,No,6,Yes,4,Urbun
1/4/22 18:05,Male,Pakistan,21-25,Pre-Bachelors,Enginnering,Awen,0,21,Student,33.5651,73.0169,O+,Mobilink,Prepaid,Apna Laptop,59,163.5,No,<3 years ago,C++,No,1,Yes,2,Urbun
1/4/22 18:09,Female,Pakistan,21-25,Pre-Bachelors,Others,to boost my skill set,0,21,Student,33.68,73.04,AB+,Zong,Prepaid,Apna Laptop,48,170.18,Yes,In this chilla,Python,No,1,Yes,0,Urbun
1/4/22 18:06,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,33.684422,73.047882,B+,Mobilink,Prepaid,Desktop,50,164,Yes,<3 years ago,Python,No,1,Yes,0,Urbun
1/4/22 18:16,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,33.738163,72.798634,A+,Mobilink,Prepaid,Apna Laptop,60,5.8,No,In this chilla,Python,No,3,Yes,1,Rural
1/4/22 18:03,Male,Pakistan,21-25,Pre-Bachelors,Enginnering,Switch my field of study,0,21,Student,33.9123,72.3148,O+,Zong,Prepaid,Apna Laptop,55,182.88,No,<3 years ago,Python,No,1,Yes,1,Urbun
1/4/22 18:10,Male,Pakistan,21-25,Pre-Bachelors,Enginnering,Switch my field of study,0,21,Student,34.0151,71.5249,A-,Mobilink,Postpaid,Apna Laptop,72,175,No,>3 years ago,Python,No,0,Yes,8,Rural
1/4/22 18:04,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,34.9526,72.3311,AB+,Mobilink,Prepaid,Apna Laptop,50,1.73,No,<3 years ago,Python,No,2,Yes,2,Rural
1/4/22 18:21,Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,0,20,Student,25.360443,68.312129,B+,Zong,Prepaid,Desktop,70.5,167.6,Yes,<3 years ago,Python,No,2,Yes,0,Urbun
1/4/22 18:09,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,0,20,Student,25.4,68.26,O+,Telenor,Prepaid,Apna Laptop,53,65,No,<3 years ago,Python,No,1,Yes,12,Rural
1/4/22 18:05,Male,Pakistan,16-20,Pre-Bachelors,Natural Sciences,to boost my skill set,1,20,Student,27.2046,77.4977,B+,Mobilink,Prepaid,Apna Laptop,64,166,No,<3 years ago,Python,No,3,Yes,4,Rural
1/4/22 18:25,Male,Pakistan,16-20,Pre-Bachelors,Natural Sciences,to boost my skill set,0,20,Student,31.500993,74.31032,B+,Mobilink,Prepaid,Apna Laptop,64,166,No,<3 years ago,Python,No,3,Yes,4,Rural
1/4/22 18:05,Male,Pakistan,16-20,Pre-Bachelors,Enginnering,Switch my field of study,0,20,Employed,33.7827249,72.7270802,A+,Mobilink,Prepaid,Desktop,48,155,No,In this chilla,Python,No,2,Yes,0,Urbun
1/4/22 18:07,Male,Pakistan,16-20,Bachelors,Natural Sciences,to boost my skill set,0,19.8,Student,31.2058,73.937,O+,Mobilink,Postpaid,Apna Laptop,74,173.736,No,<3 years ago,C++,No,1,Yes,2,Urbun
1/4/22 18:04,Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,0.5,19.5,Student,28.41987,70.30345,O+,Mobilink,Prepaid,Apna Laptop,52,170.688,No,<3 years ago,Python,No,4,Yes,0,Urbun
1/4/22 18:06,Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,0,19,Student,25.8258,69.3666,B+,Telenor,Prepaid,Apna Laptop,75.5,2.1,Yes,In this chilla,Python,No,4,Yes,9,Rural
1/4/22 18:05,Male,West,16-20,Pre-Bachelors,Mathematics,to boost my skill set,0,19,Student,27.563993,68.215134,O+,Zong,Prepaid,Apna Laptop,55.2,167.64,No,In this chilla,Python,No,8,Yes,8,Rural
1/4/22 18:05,Male,Pakistan,16-20,Bachelors,CS/IT,to boost my skill set,2,19,Student,33.52,73.04,O+,Mobilink,Prepaid,Apna Laptop,50,180.34,Yes,<3 years ago,Python,No,3,Yes,0,Urbun
1/4/22 18:04,Male,Pakistan,16-20,Pre-Bachelors,Others,to boost my skill set,0,18,Student,29.12,71.1,B+,Zong,Prepaid,Kisi ka laptop,52,174,Yes,In this chilla,Python,Yes,2,Yes,2,Urbun
1/4/22 18:10,Female,West,16-20,Pre-Bachelors,CS/IT,to boost my skill set,0,16,Student,8.6291,41.1579,B+,International,Prepaid,Apna Laptop,60,178,Yes,I don't know how to code,Python,No,11,Yes,0,International
1/4/22 18:14,Male,West,31-35,Masters,Enginnering,to boost my skill set,10.5,10.5,Employed,55.2744,25.1972,B+,International,Prepaid,Apna Laptop,79.75,182,No,>3 years ago,C++,No,1,Yes,0,International
1/4/22 18:05,Male,Pakistan,31-35,Bachelors,CS/IT,to boost my skill set,2,2,Employed,31.4696,74.2728,AB-,Zong,Prepaid,Apna Laptop,70,64,No,<3 years ago,Python,No,1,Yes,0,Urbun
