#,product_name,company_name,substance_name,cas_number,company_id
10154,DOMACRYL 539 50 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10155,DOMACRYL 540 50 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10156,DOMACRYL 5415 70 Bac,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10157,DOMACRYL 5427 70 X,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10158,DOMACRYL 5428 70 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10159,DOMACRYL 543 60 X/MPA,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10160,DOMACRYL 543 60 X/SA/BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10161,DOMACRYL 5437 75 SA,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10162,DOMACRYL 544 60 X/SA/BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10163,DOMACRYL 5451 50 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10164,DOMACRYL 545 50 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10165,DOMACRYL 546 50 X/BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10166,DOMACRYL 5475 65 X/BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10167,DOMACRYL 547 60 X/SA/BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10168,DOMACRYL 5481 75 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10169,DOMACRYL 5485 75 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10170,DOMACRYL 5495 70 X/BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10171,DOMACRYL 549 70 X/BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10172,DOMACRYL 5500 75 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10173,DOMACRYL 5501 74 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10174,DOMACRYL 5505 75 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10175,DOMACRYL 5506 75 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10176,DOMACRYL 5652 55 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10177,DOMACRYL 568 60 X,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10178,DOMACRYL 568 60 X/MPA,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10179,DOMACRYL 5705 60X,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10180,DOMACRYL 580 67 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10181,DOMACRYL 820 58 X,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10182,DOMACRYL 825 50 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10183,DOMACRYL 830 50 D-60/SB,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10184,DOMACRYL 830 50 W,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10185,DOMACRYL 833 50 D-30,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10186,DOMACRYL 835 50 BAC,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10187,DOMACRYL 836 50 X/SA,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10188,DOMACRYL 8383 65 D-40,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10189,DOMACRYL 840 50 X/SA,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10190,DOMACRYL 840 52 T,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10191,DOMACRYL 841 50 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10192,DOMACRYL 844 30 BDGA,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10193,DOMACRYL 844 30 DBE,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10194,DOMACRYL 846 50 X/SA,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10195,DOMACRYL 850 50 T,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10196,DOMACRYL 850 60 T,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10197,DOMACRYL 853 55 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10198,DOMACRYL 854 65 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10199,DOMACRYL 855 60 T,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10200,DOMACRYL 856 60 T,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10201,DOMACRYL 857 50 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10202,DOMACRYL 857 55 X,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10203,DOMACRYL 865 50 T,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10204,DOMACRYL 865 60 BAc,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10205,DOMACRYL 872 60 X,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10206,DOMACRYL 920,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10207,DOMACRYL 922,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10208,DOMACRYL 926,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10209,DOMACRYL 929,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10210,DOMACRYL 930,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10211,DOMACRYL 933,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10212,DOMACRYL 935,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10213,DOMACRYL 937,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10214,DOMACRYL 938,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10215,DOMACRYL 939,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10216,DOMACRYL 940,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10217,DOMACRYL 941,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10218,DOMACRYL 942,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10219,DOMACRYL 943,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10220,DOMACRYL 945,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10221,DOMACRYL 948,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10222,DOMACRYL 949,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10223,DOMACRYL 955,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10224,DOMACRYL 960,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10225,DOMACRYL 975,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10226,DOMACRYL 980,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10227,DOMACRYL 992,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10228,DOMACRYL 9922,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10229,DOMACRYL 9948,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10230,DOMACRYL 9967,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10231,DOMALKYD 0234 80 DMM,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10232,DOMALKYD 0246 70 BG,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10233,DOMALKYD 0261 75 BG/2B,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10234,DOMALKYD 0264 70 BG/iB,"HELIOS TBLUS, d.o.o.",,,10332
10235,DOMALKYD 0265 70 BG/2B/PnB,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10236,DOMALKYD 0391 80 Wa/BG,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10237,DOMALKYD 0460 38 Wa/MP,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10238,DOMALKYD 0461 38 Wa/BG,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10239,DOMALKYD 0545 40 Wa,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10240,DOMALKYD 0547 42 Wa,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10241,DOMALKYD 1261 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10242,DOMALKYD 1272 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10243,DOMALKYD 1351 75 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10244,DOMALKYD 1361 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10245,DOMALKYD 1401 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10246,DOMALKYD 1435 66 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10247,DOMALKYD 1468 50%,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10248,DOMALKYD 1482 55 D40/MP,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10249,DOMALKYD 1482 55 W/X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10250,DOMALKYD 1492 50 D-40,"HELIOS TBLUS, d.o.o.",,,10332
10251,DOMALKYD 1526 55 W,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10252,DOMALKYD 1666 75 D40/MP,"HELIOS TBLUS, d.o.o.",,,10332
10253,DOMALKYD 1666 75 D-60,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10254,DOMALKYD 1673 60 D-60,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10255,DOMALKYD 1685 75 D-40,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10256,DOMALKYD 1755 100% LV,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10257,DOMALKYD 1755 70 D-60,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10258,DOMALKYD 2645 100%,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10259,DOMALKYD 2755 100% LV,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10260,DOMALKYD 3335 60 X/SA/nB,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10261,DOMALKYD 3381 65 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10262,DOMALKYD 3454 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10263,DOMALKYD 4161 70 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10264,DOMALKYD 4284 70 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10265,DOMALKYD 4333 70 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10266,DOMALKYD 4348 70 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10267,DOMALKYD 4383 70 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10268,DOMALKYD 4391 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10269,DOMALKYD 4402 75 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10270,DOMALKYD 4411 75 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10271,DOMALKYD 5254 70 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10272,DOMALKYD 5261 70 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10273,DOMALKYD 5331 75 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10274,DOMALKYD 5421 75 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10275,DOMALKYD 5435 60 SA/X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10276,DOMALKYD 6351 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10277,DOMALKYD 6400 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10278,DOMALKYD 7351 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10279,DOMALKYD 7575 55 D-40,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10280,DOMALKYD 7625 60 D-40,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10281,DOMALKYD 7703 85 D-40,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10282,DOMALKYD 8372 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10283,DOMALKYD 8372 70 BAc,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10284,DOMALKYD 9314 60 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10285,DOMALKYD 9375 50 X,"HELIOS TBLUS, d.o.o.",Alkyd Resin,63148-69-6,10332
10286,DOMEMUL AA 7601,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10287,DOMEMUL AA 7695,"HELIOS TBLUS, d.o.o.",,,10332
10288,DOMEMUL AA 7760,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10289,DOMEMUL AA 7762,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10290,DOMEMUL AA 7960,"HELIOS TBLUS, d.o.o.",,,10332
10291,DOMEMUL AA 7962,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10292,DOMEMUL AA 9269,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10293,DOMEMUL AA 9670,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10294,DOMEMUL AA 9672,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10295,DOMEMUL AA 9673,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10296,DOMEMUL AA 9674,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10297,DOMEMUL AA 9678,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10298,DOMEMUL OHA 9200,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10299,DOMEMUL PA 2000,"HELIOS TBLUS, d.o.o.",,,10332
10300,DOMEMUL PA 2020,"HELIOS TBLUS, d.o.o.",,,10332
10301,DOMEMUL RA 9675,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10302,DOMEMUL SA 2000,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10303,DOMEMUL SA 2700,"HELIOS TBLUS, d.o.o.",,,10332
10304,DOMEMUL SA 2900,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10305,DOMEMUL SA 9262,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10306,DOMEMUL SA 9263,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10307,DOMEMUL SA 9270,"HELIOS TBLUS, d.o.o.",Acrylic Resin,9065-11-6,10332
10308,DOMOPOL 0194 45 Wa,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10309,DOMOPOL 0358 70 Wa/BDG,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10310,DOMOPOL 105 UV,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10311,DOMOPOL 106 UV,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10312,DOMOPOL 1352,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10313,DOMOPOL 5100 60 X,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10314,DOMOPOL 5101 60 SAB/DBE ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10315,DOMOPOL 5102 50 SAB/SN ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10316,DOMOPOL 5102 55 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10317,DOMOPOL 5103 60 X/SA,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10318,DOMOPOL 5106 60 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10319,DOMOPOL 5108 50 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10320,DOMOPOL 5110 50% ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10321,DOMOPOL 5111 65 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10322,DOMOPOL 5112 60 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10323,DOMOPOL 5117 60 SAB ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10324,DOMOPOL 5118 55 SAB ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10325,DOMOPOL 5119 65 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10326,DOMOPOL 5120 55% ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10327,DOMOPOL 5125 70 BG,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10328,DOMOPOL 5128 60 SAB ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10329,DOMOPOL 5130 65 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10330,DOMOPOL 5131 65 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10331,DOMOPOL 5132 60 SAB/MPA ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10332,Domopol 5134 65 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10333,DOMOPOL 5138 55 SAB/BDGA ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10334,DOMOPOL 5140 60 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10335,DOMOPOL 5142 60SAB/DBE ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10336,DOMOPOL 5144 60%,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10337,DOMOPOL 5147 55 SAB ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10338,DOMOPOL 5148 55%,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10339,DOMOPOL 5155 55 SA/MPA,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10340,DOMOPOL 5157 65 SA/X,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10341,DOMOPOL 5158 50% ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10342,DOMOPOL 5158 50 SAB/DBE ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10343,DOMOPOL 5160 75 BG,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10344,DOMOPOL 5169 50 SAB/DBE ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10345,DOMOPOL 5172 55 SAB/MPA ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10346,DOMOPOL 5174 60 SAB/MPA ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10347,DOMOPOL 5176 60 SA,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10348,DOMOPOL 5178 70 SA/BG,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10349,DOMOPOL 5181 60 SA,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10350,DOMOPOL 5187 60% ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10351,DOMOPOL 5193 70 X,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10352,DOMOPOL 5200 75 BAc,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10353,DOMOPOL 5201 55 SA/MPA,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10354,DOMOPOL 5206 65 SA/BG,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10355,DOMOPOL 5207 62 SA/BG,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10356,DOMOPOL 5224 60 SAB ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10357,DOMOPOL 5381 65 %,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10358,DOMOPOL 6028 78 BAc,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10359,DOMOPOL 6044 96 BAc,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
