#,product_name,company_name,substance_name,cas_number,company_id
15011,PEG 3000 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15012,PEG 300 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15013,PEG 300 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15014,PEG 3350 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15015,PEG 3350 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15016,PEG 4000,widmann solutions GmbH,Polyethylene Glycol (PEG),25322-68-3,11682
15017,PEG 4000 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15018,PEG 4000 - POLYETHYLENE GLYCOL,BRC PLUS DIS TICARET VE DANISMANLIK HIZMETLERI LIMITED SIRKETI,Polyethylene Glycol (PEG),25322-68-3,38076
15019,PEG 4000 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15020,PEG 400 Mono-oleate type N,SIA Tempokem,"Oleic Acid, ethoxylated",9004-96-0,35810
15021,PEG 400 OLEAT,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,"Oleic Acid, ethoxylated",9004-96-0,19413
15022,PEG 400 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15023,PEG 400 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15024,PEG 6000,widmann solutions GmbH,Polyethylene Glycol (PEG),25322-68-3,11682
15025,PEG 6000 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15026,PEG 6000 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15027,PEG 600 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15028,PEG 600 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15029,PEG-7 Glyceryl Cocoate,SIA Tempokem,Glycerol Monococoate,68201-46-7,35810
15030,Peg Phenyl Ether Acrylate,Cenik Chemicals,Photomer 4039,56641-05-5,26063
15031,Peimine,Chemical Point Italia s.r.l,Peimine,23496-41-5,55523
15032,Peininine,Chemical Point Italia s.r.l,Peiminine,18059-10-4,55523
15033,PEI ULTEM ATX100F - 71143R BLACK,Plastore srl,,,58975
15034,PEI ULTEM PW2300 NATURAL,Plastore srl,,,58975
15035,PELETHYLENE GLYCOL 4000,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Polyethylene Glycol (PEG),25322-68-3,19413
15036,PE LLD DOWLEX 2629UE NATURAL,Plastore srl,Polyethylene (PE),9002-88-4,58975
15037,Pellitorine,Chemical Point Italia s.r.l,"(2E,4E)-Isobutyl-deca-2,4-dienamide",18836-52-7,55523
15038,Pemetrexed disodium salt,Chemical Point Italia s.r.l,Pemetrexed Disodium Salt,150399-23-8,55523
15039,PENETRADOR PT 2000,Tauroquimica,,,916
15040,Penfluridol,Chemical Point Italia s.r.l,Penfluridol,26864-56-2,55523
15041,Penicillin G potassium salt,Chemical Point Italia s.r.l,"Potassium [2S-(2α,5α,6β)]-3,3-Dimethyl-7-oxo-6-(phenylacetamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",113-98-4,55523
15042,Penicillin V potassium,Cenik Chemicals,Potassium Penicillin V,132-98-9,26063
15043,Penicillin V potassium salt,Chemical Point Italia s.r.l,Potassium Penicillin V,132-98-9,55523
15044,PENTA %96,BRC PLUS DIS TICARET VE DANISMANLIK HIZMETLERI LIMITED SIRKETI,Pentaerythritol,115-77-5,38076
15045,PENTA %98,BRC PLUS DIS TICARET VE DANISMANLIK HIZMETLERI LIMITED SIRKETI,Pentaerythritol,115-77-5,38076
15046,Pentachlorobenzonitrile,Chemical Point Italia s.r.l,Pentachlorobenzonitrile,20925-85-3,55523
15047,Pentachloropyridine,Chemical Point Italia s.r.l,Pentachloropyridine,2176-62-7,55523
15048,Pentadecafluorooctanoic acid,Chemical Point Italia s.r.l,Pentadecafluorooctanoic Acid,335-67-1,55523
15049,Pentadecanedioic Acid,Chemical Point Italia s.r.l,Pentadecanedioic Acid,1460-18-0,55523
15050,Pentaerythritol,Cenik Chemicals,Pentaerythritol,115-77-5,26063
15051,Pentaerythritol,Chemical Point Italia s.r.l,Pentaerythritol,115-77-5,55523
15052,Pentaerythritol,Count Energy Distribution Ltd,Pentaerythritol,115-77-5,102
15053,Pentaerythritol ethoxylate (3/4 EO/OH),Chemical Point Italia s.r.l,"Pentaerythritol, ethoxylated",30599-15-6,55523
15054,Pentaerythritol propoxylate/ethoxylate,Chemical Point Italia s.r.l,"Pentaerythritol, Ethoxylated and Propoxylated",30374-35-7,55523
15055,Pentaerythritol tetrakis(2-mercaptoacetate),Chemical Point Italia s.r.l,Pentaerythritol Tetrakis(mercaptoacetate),10193-99-4,55523
15056,Pentaerythritol Tetrastearate,Chemical Point Italia s.r.l,Pentaerythritol Tetrastearate,115-83-3,55523
15057,Pentaerythritol triacrylate,Chemical Point Italia s.r.l,Pentaerythrityl Triacrylate,3524-68-3,55523
15058,Pentaerythritol Triacrylate,Cenik Chemicals,Pentaerythrityl Triacrylate,3524-68-3,26063
15059,Pentaerythrityl tetrabromide,Chemical Point Italia s.r.l,"1,3-dibromo-2,2-bis(bromomethyl)propane",3229-00-3,55523
15060,Pentaerythrityl Tetrabromide,Cenik Chemicals,"1,3-dibromo-2,2-bis(bromomethyl)propane",3229-00-3,26063
15061,Pentaerythrityl tetrachloride,Chemical Point Italia s.r.l,"1,3-dichloro-2,2-bis(chloromethyl)propane",3228-99-7,55523
15062,Pentafluorobenzene,Chemical Point Italia s.r.l,"1,2,3,4,5-Pentafluorobenzene",363-72-4,55523
15063,Pentafluoroethane,Chemical Point Italia s.r.l,Pentafluoroethane,354-33-6,55523
15064,Pentafluoroethyl iodide,Chemical Point Italia s.r.l,Pentafluoroiodoethane,354-64-3,55523
15065,Pentafluoroethyltrimethylsilane,Chemical Point Italia s.r.l,(PENTAFLUOROETHYL)TRIMETHYLSILANE,124898-13-1,55523
15066,Pentafluorophenol,Cenik Chemicals,Pentafluorophenol,771-61-9,26063
15067,Pentafluorophenyl acetate,Chemical Point Italia s.r.l,Pentafluorophenyl Acetate,19220-93-0,55523
15068,(Pentafluorophenyl)dimethylchlorosilane,Chemical Point Italia s.r.l,(Chloro)(perfluorophenyl)dimethylsilane,20082-71-7,55523
15069,Pentafluorophenyldiphenylphosphinate,Cenik Chemicals,Pentafluorophenyldiphenylphosphinate,138687-69-1,26063
15070,Pentafluorophenyl diphenylphosphinate,Chemical Point Italia s.r.l,Pentafluorophenyldiphenylphosphinate,138687-69-1,55523
15071,Pentafluorophenyl trifluoroacetate,Chemical Point Italia s.r.l,Pentafluorophenyl Trifluoroacetate,14533-84-7,55523
15072,"Pentamethylcyclopentadienyliridium(III) chloride,d",Chemical Point Italia s.r.l,(Pentamethylcyclopentadienyl)iridium(III) chloride dimer,12354-84-6,55523
15073,"Pentamethylcyclopentadienylrhodium(III) chloride,d",Chemical Point Italia s.r.l,(Pentamethylcyclopentadienyl)rhodium(III) Dichloride Dimer,12354-85-7,55523
15074,Pentamethylene sulfide,Chemical Point Italia s.r.l,Pentamethylene Sulfide,1613-51-0,55523
15075,Pentamethylgermanamine,Chemical Point Italia s.r.l,(Dimethylamino)trimethylgermane,13361-67-6,55523
15076,Pentamidine isethionate salt,Chemical Point Italia s.r.l,Pentamidine Isethionate Salt,140-64-7,55523
15077,Pentane Anhydrous,Chemical Point Italia s.r.l,n-Pentane,109-66-0,55523
15078,Pentapotassium triphosphate,Chemical Point Italia s.r.l,Pentapotassium triphosphate,13845-36-8,55523
15079,PENTASODIUM AMINOTRIMETHYLENE PHOSPHONATE,Cenik Chemicals,Amino-tris-methylphosphonic acid Pentasodiumsalt,2235-43-0,26063
15080,Penta sodium salt of Amino Trimethylene Phosphonic Acid (ATMP•Na5),Cenik Chemicals,Amino-tris-methylphosphonic acid Pentasodiumsalt,2235-43-0,26063
15081,penthiopyrad,Cenik Chemicals,Penthiopyrad,183675-82-3,26063
15082,Penthiopyrad,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Penthiopyrad,183675-82-3,17191
15083,Pentoxifylline,Chemical Point Italia s.r.l,Pentoxifylline,6493-05-6,55523
15084,Pentrol solution,Chemical Point Italia s.r.l,"1,1',1'',1'''-[[(2-hydroxypropyl)imino]bis(ethylenenitrilo)]tetrapropan-2-ol",17121-34-5,55523
15085,Pepstatin A,Chemical Point Italia s.r.l,Pepstatin A,26305-03-3,55523
15086,PEPTILIFT,Kalichem srl,Potassium,7440-09-7,38899
15087,Perchlor Ethylen,Perchemicals Kimya Dis Ticaret Ltd Sti,Tetrachloroethylene,127-18-4,60022
15088,Perchlorethylene,NOVİNİ KİMYA LİMİTED ŞİRKETİ,Tetrachloroethylene,127-18-4,62443
15089,Perchlorethylene,solvadis distribution gmbh,Tetrachloroethylene,127-18-4,11397
15090,Perchloric Acid,2M-SOLUTION GmbH,Perchloric Acid,7601-90-3,60458
15091,Perchloroethylene,Cenik Chemicals,Tetrachloroethylene,127-18-4,26063
15092,Perchloroethylene,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Tetrachloroethylene,127-18-4,19413
15093,Perchloroethylene (PCE),Cenik Chemicals,Tetrachloroethylene,127-18-4,26063
15094,Peressigsäure (Peracetic Acid),Bilgram Chemie GmbH,Peracetic Acid,79-21-0,61442
15095,Perfluordecalin,Cenik Chemicals,Perflunafene,306-94-5,26063
15096,"Perfluoro(1,2-dichlorocyclobut-1-ene)",Cenik Chemicals,"1,2-Dichlorotetrafluorocyclobut-1-ene",377-93-5,26063
15097,"Perfluoro-1,2-dimethylcyclobutane",Cenik Chemicals,"1,1,2,2,3,4-hexafluoro-3,4-bis(trifluoromethyl)cyclobutane",2994-71-0,26063
15098,"Perfluoro-1,2-dimethylcyclohexane",Chemical Point Italia s.r.l,"1,1,2,2,3,3,4,4,5,6-decafluoro-5,6-bis(trifluoromethyl)cyclohexane",306-98-9,55523
15099,"Perfluoro-1,3-dimethylcyclohexane",Chemical Point Italia s.r.l,"1,1,2,2,3,3,4,5,5,6-Decafluoro-4,6-bis(trifluoromethyl)cyclohexane",335-27-3,55523
15100,"Perfluoro(1,3-dimethylcyclohexane), tech",Cenik Chemicals,"1,1,2,2,3,3,4,5,5,6-Decafluoro-4,6-bis(trifluoromethyl)cyclohexane",335-27-3,26063
15101,"perfluoro(2,5-dimeth...",Cenik Chemicals,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-Hexafluoro-2-(1,1,2,2,3,3,3-Heptafluoropropoxy)Propoxy]Propanoyl Fluoride",2641-34-1,26063
15102,Perfluoro-2-butyltetrahydrofuran,Chemical Point Italia s.r.l,Perfluoro-2-N-Butyltetrahydrofuran,335-36-4,55523
15103,Perfluoro-2-methyl-2-pentene,Chemical Point Italia s.r.l,"1,1,1,3,4,4,5,5,5-nonafluoro-2-(trifluoromethyl)pent-4-ene",1584-03-8,55523
15104,Perfluoro(2-methyl-3,Cenik Chemicals,"2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-Heptafluoropropoxy)Propanoyl Fluoride",2062-98-8,26063
15105,Perfluoro(2-methylpentane),Chemical Point Italia s.r.l,Perfluoro-2-methylpentane,355-04-4,55523
15106,Perfluoro(3-methylbutan-2-one),Cenik Chemicals,Heptafluoroisopropyltrifluoromethyl ketone,756-12-7,26063
15107,Perfluoro(4-methylpent-2-ene),Chemical Point Italia s.r.l,Perfluoro-(4-Methylpent-2-Ene),2070-70-4,55523
15108,Perfluorocyclobutane,Chemical Point Italia s.r.l,octafluorocyclobutane,115-25-3,55523
15109,Perfluorodecalin,Chemical Point Italia s.r.l,Perflunafene,306-94-5,55523
15110,Perfluorododecyl iodide,Chemical Point Italia s.r.l,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-pentacosafluoro-12-iodododecane",307-60-8,55523
15111,Perfluoroheptane,Chemical Point Italia s.r.l,Perfluoroheptane,335-57-9,55523
15112,Perfluoroheptyl iodide,Cenik Chemicals,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-7-iodoheptane",335-58-0,26063
15113,(Perfluorohexyl)ethylene,Cenik Chemicals,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-octene",25291-17-2,26063
15114,Perfluorohexyl iodide,Cenik Chemicals,Perfluorohexyl Iodide,355-43-1,26063
15115,Perfluorohexyl iodide,Chemical Point Italia s.r.l,Perfluorohexyl Iodide,355-43-1,55523
15116,Perfluoroisobutane,Cenik Chemicals,"1,1,1,2,3,3,3-heptafluoro-2-(trifluoromethyl)propane",354-92-7,26063
15117,PERFLUOROISONONYL IODIDE,Cenik Chemicals,"1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluoro-8-iodo-2-(trifluoromethyl)octane",865-77-0,26063
15118,Perfluoroisopropyl acrylate,Chemical Point Italia s.r.l,"1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl acrylate",13057-08-4,55523
15119,Perfluoro(methylcyclopentane),Chemical Point Italia s.r.l,Perfluoromethylcyclopentane,1805-22-7,55523
15120,Perfluoro(methyldecalin),Chemical Point Italia s.r.l,"1,1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8a-heptadecafluorodecahydro-8-(trifluoromethyl)naphthalene",306-92-3,55523
15121,Perfluoro-n-heptyl iodide,Chemical Point Italia s.r.l,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-7-iodoheptane",335-58-0,55523
15122,Perfluorooctane,Cenik Chemicals,Perfluorooctane,307-34-6,26063
15123,Perfluorooctanesulfonic acid potassium salt,Chemical Point Italia s.r.l,Perfluorooctanesulfonic Acid Potassium Salt,2795-39-3,55523
15124,Perfluorooctanesulfonyl fluoride,Chemical Point Italia s.r.l,Perfluoro-1-octanesulfonyl Fluoride,307-35-7,55523
15125,PERFLUOROPENTYLIODIDE,Cenik Chemicals,"1,1,1,2,2,3,3,4,4,5,5-undecafluoro-5-iodo",638-79-9,26063
15126,Perfluoro(perhydrofluorene),Chemical Point Italia s.r.l,Perfluoroperhydrofluorene,307-08-4,55523
15127,Perfluorophenyl Methanesulfonate,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Perfluorophenyl methanesulfonate,161912-36-3,17191
15128,Perfluorotriethylamine,Chemical Point Italia s.r.l,Perfluorotriethylamine,359-70-6,55523
15129,Perfluorotri-n-butylamine,Chemical Point Italia s.r.l,Perfluorotributylamine,311-89-7,55523
15130,Perfluorotripentylamine,Chemical Point Italia s.r.l,Perfluoropentylamine,338-84-1,55523
15131,Perfluorotripropylamine,Chemical Point Italia s.r.l,Perfluamine,338-83-0,55523
15132,Perillartine,Chemical Point Italia s.r.l,Perillartine,30950-27-7,55523
15133,Perindopril erbumine,Chemical Point Italia s.r.l,"(2S, 3aS, 7aS)-1[(S)-N-[(S)-1-carboxybutyl]alanil]hexahydro-2-indole carboxylicacid, salt with tert-butyl amine",107133-36-8,55523
15134,Periodic acid,Chemical Point Italia s.r.l,Periodic Acid,10450-60-9,55523
15135,Periodic acid,INFINIUM PHARMACHEM LIMITED,Periodic Acid,10450-60-9,734
15136,Periodic Acid 50 % Solution,S. Goldmann GmbH & Co. KG,Periodic Acid,10450-60-9,61702
15137,Periodic Acid ACS,S. Goldmann GmbH & Co. KG,Periodic Acid,10450-60-9,61702
15138,Periodic Acid ACS - Merck,S. Goldmann GmbH & Co. KG,Periodic Acid,10450-60-9,61702
15139,Periodic Acid Puriss,S. Goldmann GmbH & Co. KG,Periodic Acid,10450-60-9,61702
15140,Periodic Acid Solution,Cenik Chemicals,Periodic Acid,10450-60-9,26063
15141,Permethrin 95% TC,Cenik Chemicals,Permethrin,52645-53-1,26063
15142,Perrhenic acid solution,Chemical Point Italia s.r.l,Perrhenic Acid,13768-11-1,55523
15143,Perylene,Chemical Point Italia s.r.l,Perylene,198-55-0,55523
15144,PET FINES LIGHT BLUE,ONLYPLAST SPAIN S.L.,Poly(ethylene terephthalate) (PET),25038-59-9,62505
15145,PET FROM STRIPS,"Sintac Recycling, SL",Poly(ethylene terephthalate) (PET),25038-59-9,60072
15146,Petroleum Resin,Cenik Chemicals,,,26063
15147,Petrolkoks,Dominik Georg Luh Technografit GmbH,"Coke (petroleum), calcined",64743-05-1,2903
15148,PET Wankai WK-801,Meraxis AG,Poly(ethylene terephthalate) (PET),25038-59-9,17527
15149,p-Fluoro-L-phenylalanine,Chemical Point Italia s.r.l,L-4-Fluorophenylalanine,1132-68-9,55523
15150,Phenazine methosulfate,Chemical Point Italia s.r.l,Phenazine Methosulfate,299-11-6,55523
15151,Phenethyl isobutyrate,Chemical Point Italia s.r.l,Phenethyl Isobutyrate,103-48-0,55523
15152,Phenethyl isothiocyanate,Chemical Point Italia s.r.l,Phenethyl Isothiocyanate,2257-09-2,55523
15153,Phenetidine,Cenik Chemicals,p-Phenetidine,156-43-4,26063
15154,Phenetole,Chemical Point Italia s.r.l,Phenetole,103-73-1,55523
15155,Pheniramine maleate,Chemical Point Italia s.r.l,Pheniramine Maleate,132-20-7,55523
15156,Phenobarbital,Cenik Chemicals,Phenobarbital,50-06-6,26063
15157,Phenobarbital Sodium,Cenik Chemicals,Phenobarbital Sodium,57-30-7,26063
15158,Phenol,Chemical Point Italia s.r.l,Phenol,108-95-2,55523
15159,Phenol,Chemist EU,Phenol,108-95-2,60558
15160,Phenol,MOLAR bvba,Phenol,108-95-2,2530
15161,Phenol,Ravago Chemicals Austria GmbH,Phenol,108-95-2,18682
15162,"Phenol-1,1,2,2-tetrachloroethane-Blend 60:40 % (w/w)",2M-SOLUTION GmbH,,,60458
15163,"Phenol-1,2-Dichlorobenzene-Blend 1:1",2M-SOLUTION GmbH,,,60458
15164,Phenol crystals,Cenik Chemicals,Phenol,108-95-2,26063
15165,Phenol-d6,Chemical Point Italia s.r.l,(2H6)phenol,13127-88-3,55523
15166,Phenolphthalein,Cenik Chemicals,Phenolphthalein,77-09-8,26063
15167,Phenolphthalein monophosphate bis(cyclo-hexylamine,Chemical Point Italia s.r.l,Phenolphthalein Monophosphate Bis-(Cyclohexylammonium) Salt,14815-59-9,55523
15168,Phenol Red,Chemical Point Italia s.r.l,Phenol Red,143-74-8,55523
15169,"Phenol Red, sodium salt water soluble",Chemical Point Italia s.r.l,"Phenol Red, Sodium Salt Water Soluble",34487-61-1,55523
15170,Phenol Sulphonic Acid,Cenik Chemicals,Hydroxybenzenesulphonic Acid,1333-39-7,26063
15171,Phenothiazine-10-carbonyl chloride,Chemical Point Italia s.r.l,Phenothiazine-10-Carbonyl Chloride,18956-87-1,55523
15172,Phenothrin,Chemical Point Italia s.r.l,D-Phenothrin,26002-80-2,55523
15173,Phenoxathiin,Chemical Point Italia s.r.l,Phenoxanthine,262-20-4,55523
15174,Phenoxyacetic acid,Chemical Point Italia s.r.l,Phenoxyacetic Acid,122-59-8,55523
15175,PHENYL-2 ETHANOL,Cenik Chemicals,Phenethyl Alcohol,60-12-8,26063
15176,Phenylacetaldehyde,Chemical Point Italia s.r.l,2-Phenylacetaldehyde,122-78-1,55523
15177,Phenyl acetate,Cenik Chemicals,Phenyl Acetate,122-79-2,26063
15178,Phenyl acetate,Chemical Point Italia s.r.l,Phenyl Acetate,122-79-2,55523
15179,Phenylacetic acid,Chemical Point Italia s.r.l,2-Phenyl Acetic Acid,103-82-2,55523
15180,Phenylacetic Acid,Cenik Chemicals,2-Phenyl Acetic Acid,103-82-2,26063
15181,Phenylacetone,Chemical Point Italia s.r.l,Phenylacetone,103-79-7,55523
15182,Phenylacetonitrile,Chemical Point Italia s.r.l,Benzyl Cyanide,140-29-4,55523
15183,Phenylacetyl chloride,Chemical Point Italia s.r.l,2-Phenylacetyl Chloride,103-80-0,55523
15184,Phenylacetyl disulfide,Chemical Point Italia s.r.l,Di(Phenylacetyl) Disulfide,15088-78-5,55523
15185,Phenylacetylene,Cenik Chemicals,Phenylacetylene,536-74-3,26063
15186,Phenylacetylene,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Phenylacetylene,536-74-3,17191
15187,"Phenylbis(2,4,6-trimethylbenzoyl)phosphine oxide",Chemical Point Italia s.r.l,"Phenyl Bis(2,4,6-trimethylbenzoyl)-phosphine Oxide",162881-26-7,55523
15188,Phenylboronic acid,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Phenylboronic Acid,98-80-6,17191
15189,Phenylboronic Acid,Cenik Chemicals,Phenylboronic Acid,98-80-6,26063
15190,Phenyl chloroformate,Chemical Point Italia s.r.l,Phenylchlorformiate,1885-14-9,55523
15191,Phenyl chlorothionoformate,Chemical Point Italia s.r.l,Phenyl Thioxochloroformate,1005-56-7,55523
15192,phenyl cyanate,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Phenyl Cyanate,1122-85-6,17191
15193,Phenyl dichlorophosphate,Cenik Chemicals,Phenyldichlorophosphate,770-12-7,26063
15194,Phenyldichlorosilane,Chemical Point Italia s.r.l,Phenyldichlorosilane,1631-84-1,55523
15195,Phenylephrine Hydrochloride,Cenik Chemicals,Phenylephrine Hydrochloride,61-76-7,26063
15196,Phenyl ethyl alcohol,Cenik Chemicals,Phenethyl Alcohol,60-12-8,26063
15197,Phenylethylisocyanate,Chemical Point Italia s.r.l,Phenethyl Isocyanate,1943-82-4,55523
15198,Phenylethyl isocyanate,Cenik Chemicals,Phenethyl Isocyanate,1943-82-4,26063
15199,Phenylguanidine carbonate salt,Chemical Point Italia s.r.l,Phenylguanidine Carbonate Salt,14018-90-7,55523
15200,Phenylhydrazine,Cenik Chemicals,Phenylhydrazine,100-63-0,26063
15201,Phenylhydrazine,Chemical Point Italia s.r.l,Phenylhydrazine,100-63-0,55523
15202,Phenyl isocyanate,Chemical Point Italia s.r.l,Phenylisocyanate,103-71-9,55523
15203,Phenyl isothiocyanate,Chemical Point Italia s.r.l,Isothiocyanatobenzene,103-72-0,55523
15204,PHENYL ISOTHIOCYANATE,Cenik Chemicals,Isothiocyanatobenzene,103-72-0,26063
15205,Phenylmagnesium bromide solution,Chemical Point Italia s.r.l,Bromophenylmagnesium,100-58-3,55523
15206,Phenylmaleic anhydride,Chemical Point Italia s.r.l,"3-Phenyl-2,5-Furandione",36122-35-7,55523
15207,Phenylmalonic acid,Chemical Point Italia s.r.l,Phenylpropanedioc Acid,2613-89-0,55523
15208,Phenyl methacrylate,Chemical Point Italia s.r.l,Phenyl Methacrylate,2177-70-0,55523
15209,Phenylmethanesulfonyl fluoride (PMSF),Cenik Chemicals,Phenylmethanesulphonyl Fluoride,329-98-6,26063
15210,Phenylmethanesulfonyl fluoride (PMSF),Chemical Point Italia s.r.l,Phenylmethanesulphonyl Fluoride,329-98-6,55523
15211,Phenyl methylcarbamate,Chemical Point Italia s.r.l,"Phenyl N-methylcarbamate"",,""Phenyl N-methylcarbamate",1943-79-9,55523
15212,Phenyloxindole,Chemical Point Italia s.r.l,Phenyloxindole,3335-98-6,55523
15213,Phenyl phosphate disodium salt dihydrate,Chemical Point Italia s.r.l,Phenyl Phosphate Disodium Salt Dihydrate,3279-54-7,55523
15214,Phenylphosphinic acid,Chemical Point Italia s.r.l,Phenylphosphinic Acid,1779-48-2,55523
15215,Phenylphosphonic acid,Chemical Point Italia s.r.l,Phenylphosphonic Acid,1571-33-1,55523
15216,Phenylpropargyl aldehyde,Chemical Point Italia s.r.l,Phenylpropargyl Aldehyde,2579-22-8,55523
15217,Phenylpropiolic acid,Cenik Chemicals,Phenylpropiolic Acid,637-44-5,26063
15218,Phenylpyruvic acid,Chemical Point Italia s.r.l,Phenylpyruvic Acid,156-06-9,55523
15219,Phenylpyruvic acid sodium salt,Chemical Point Italia s.r.l,Phenylpyruvic Acid Sodium Salt Monohydrate,114-76-1,55523
15220,Phenyl salicylate,Chemical Point Italia s.r.l,Phenyl Salicylate,118-55-8,55523
15221,Phenylthioacetic acid,Chemical Point Italia s.r.l,(phenylthio)acetic acid,103-04-8,55523
15222,Phenylthiomethyl triphenylphosphonium chloride,Chemical Point Italia s.r.l,(Phenylthiomethyl)triphenylphosphonium chloride,13884-92-9,55523
15223,Phenyltrichlorosilane,Cenik Chemicals,Phenyltrichlorosilane,98-13-5,26063
15224,Phenyltriethoxysilane,Cenik Chemicals,Phenyltriethoxysilane,780-69-8,26063
15225,Phenyltrifluorosilane,Chemical Point Italia s.r.l,Phenyltrifluorosilane,368-47-8,55523
15226,Phenyltrimethoxysilane 2996-92-1,Cenik Chemicals,Phenyltrimethoxysilane,2996-92-1,26063
15227,Phenyl vinyl sulfide,Chemical Point Italia s.r.l,Phenyl Vinyl Sulfide,1822-73-7,55523
15228,Phenyl Vinyl Sulphone,Cenik Chemicals,Phenyl Vinyl Sulphone,5535-48-8,26063
15229,Phenyl vinyl sulfone,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Phenyl Vinyl Sulphone,5535-48-8,17191
15230,Phenytoin Base,Cenik Chemicals,Phenytoin,57-41-0,26063
15231,Phenytoin Sodium,Cenik Chemicals,Phenytoin Sodium,630-93-3,26063
15232,Phleomycin,Chemical Point Italia s.r.l,Phleomycin,11006-33-0,55523
15233,Phloroglucinol,Chemical Point Italia s.r.l,Phloroglucinol,108-73-6,55523
15234,Phloxine B,Chemical Point Italia s.r.l,"3,4,5,6-Tetrachloro-2-(1,4,5,8-tetrabromo-6-hydroxy-3-oxoxanthen-9-yl)benzoic Acid",18472-87-2,55523
15235,PHOPHOROUS ACİD % 98.5,Yelken Kimya Ith. Ihr. San. ve Tic. Ltd. Sti.,Phosphorous Acid,10294-56-1,21534
15236,Phorbol-12-myristate-13-acetate (PMA),Chemical Point Italia s.r.l,Phorbol-12-myristate-13-acetate,16561-29-8,55523
15237,Phorone,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Phorone,504-20-1,17191
15238,Phosalone,Chemical Point Italia s.r.l,Phosalone,2310-17-0,55523
15239,PHOSPHACTEETH REMINERALIZER,Kalichem srl,Calcium Carbonate,471-34-1,38899
15240,PHOSPHACTEETH REMINERALIZER,Kalichem srl,Calcium Citrate Malate,142606-53-9,38899
15241,PHOSPHACTEETH REMINERALIZER,Kalichem srl,Potassium phosphite,13977-65-6,38899
